lessonId	lessonTitle	materialType	materialTitle	externalUrl
01_analytics_m04_product_selection_006	Сильная карточка: контент, конкуренты и отзывы  | Выбор конкретных продуктов, 1	CHECKLIST	Чек-лист «Карточка продаёт?»	https://docs.google.com/spreadsheets/d/18hadu2tBSQzy2RWIicajoeE17nbYKqjW8JA0T9LVftU/edit?gid=734354383#gid=734354383
01_analytics_m04_product_selection_006	Сильная карточка: контент, конкуренты и отзывы  | Выбор конкретных продуктов, 1	PRESENTATION	Сильная карточка: контент, конкуренты и отзывы	https://drive.google.com/file/d/1CmSm1Bu0Oft8mM2_yGkFvc9suEvs1IfI/view
01_analytics_m04_product_selection_022	Акции и их влияние на продвижение | Выбор конкретных продуктов, 2	PRESENTATION	Акции и их влияние на продвижение	https://drive.google.com/file/d/10450pgwQG6144h6_ENgIL8WrSKTvMr2Z/view
01_analytics_m04_product_selection_007	Скорость доставки и ее влияние на продвижение | Выбор конкретных продуктов, 3	PRESENTATION	Скорость доставки и ее влияние на продвижение	https://drive.google.com/file/d/1qkMKzQgGkCak3nnFuwpCjoAQ38Uf53Jw/view
01_analytics_m04_product_selection_007	Скорость доставки и ее влияние на продвижение | Выбор конкретных продуктов, 3	EXTERNAL_SERVICE	Поставлено! Бот	https://t.me/POSTAVLENOru_BOT
01_analytics_m04_product_selection_008	Сезонность спроса: когда входить в нишу	CALCULATION_TABLE	Шаблон расчета сезонности	https://docs.google.com/spreadsheets/d/1TlXFYY6cndNMRcbYXLZQVj8XcC6femOumV6CxyR-G24/edit?gid=1742258120#gid=1742258120
01_analytics_m04_product_selection_008	Сезонность спроса: когда входить в нишу	PRESENTATION	Сезонность спроса: когда входить в нишу	https://drive.google.com/file/d/1IYZs9UoRkonePKuQ-pNrne2CX581iuBG/view?usp=sharing
01_analytics_m04_product_selection_008	Сезонность спроса: когда входить в нишу	EXTERNAL_SERVICE	Плагин MPSTATS	https://mpstats.io/chrome-plugin?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com
06_express_c04_product_choice_m03_validation_020	Выявляем бизнес-риски товара	PRESENTATION	Выявляем бизнес-риски товара	https://drive.google.com/file/d/17N7zKvMrqQ2Wuad5qfCxr525zp1G09fx/view?usp=sharing
06_express_c04_product_choice_m03_validation_020	Выявляем бизнес-риски товара	EXTERNAL_SERVICE	Плагин MPSTATS	https://mpstats.io/chrome-plugin?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com
06_express_c04_product_choice_m03_validation_020	Выявляем бизнес-риски товара	CALCULATION_TABLE	Карта оценки товара	https://docs.google.com/spreadsheets/d/1TlXFYY6cndNMRcbYXLZQVj8XcC6femOumV6CxyR-G24/edit?gid=1089004367#gid=1089004367
06_express_c04_product_choice_m03_validation_020	Выявляем бизнес-риски товара	MEMO	Памятка «Выбор 1-2 фокусных товара»	https://docs.google.com/document/d/1jGP9WyQv6nPBAFG0100IDFoKZpFi7lHO7iE3Tt2ymSM/edit?tab=t.0
01_analytics_m04_product_selection_010	Рассчитываем необходимый объем партии для первой закупки	CALCULATION_TABLE	Таблица «Расчет бюджета на закупку»	https://docs.google.com/spreadsheets/d/1XRNjZfCeehJJTlpXdRANYsvjH5zquqcnJerOGL9Le0c/edit?gid=0#gid=0
01_analytics_m04_product_selection_010	Рассчитываем необходимый объем партии для первой закупки	EXTERNAL_SERVICE	Плагин MPSTATS	https://mpstats.io/chrome-plugin?utm_source=google.com&utm_medium=organic&utm_campaign=google.com&utm_referrer=google.com
01_analytics_m04_product_selection_010	Рассчитываем необходимый объем партии для первой закупки	PRESENTATION	Рассчитываем необходимый объем партии для первой закупки	https://drive.google.com/file/d/1ssTuyrnpHTupj8e0A4iollV_QIJePKMo/view
01_analytics_m04_product_selection_011	Диагностика «Подходит ли вам ниша» по таблице критериев	MEMO	⚠️ Как открыть доступ скриптам в таблице «Финальный чек-лист»	https://docs.google.com/document/d/1D05PPbDT3ABVyNlCBMw5z-Rcoi3lswH-5QfD627qpf8/edit?tab=t.0#heading=h.5l2cmdkb3dln
01_analytics_m04_product_selection_011	Диагностика «Подходит ли вам ниша» по таблице критериев	CALCULATION_TABLE	Финальный чек-лист оценки товара перед выводом на МП	https://docs.google.com/spreadsheets/d/1TlXFYY6cndNMRcbYXLZQVj8XcC6femOumV6CxyR-G24/edit?gid=381723911#gid=381723911
01_analytics_m04_product_selection_011	Диагностика «Подходит ли вам ниша» по таблице критериев	PRESENTATION	Финальная диагностика: подходит ли вам ниша?	https://drive.google.com/file/d/1RiwICH32Qt75pha2T16z7A5woZT9xhej/view
01_analytics_m04_product_selection_012	Жизненный цикл товара: от старта до максимальных продаж	PRESENTATION	Жизненный цикл товара	https://drive.google.com/file/d/1F-jDUcNccKjMy2UuBoGgQc7wsVKkV5MG/view?usp=sharing
01_analytics_m04_product_selection_012	Жизненный цикл товара: от старта до максимальных продаж	CALCULATION_TABLE	Файл из примера по попитам	https://docs.google.com/spreadsheets/d/1r0-QElH1p0iVtMIYWytXUq9WsEiJrVTa/edit?usp=sharing&ouid=118003266547190537783&rtpof=true&sd=true
01_analytics_m05_assortment_001	Принципы, методология и применение ABC XYZ-анализа | ABC XYZ-анализ, 1	CALCULATION_TABLE	Пример АВС-анализа	https://docs.google.com/spreadsheets/d/1TcFx8ylxVdBMWoJQkvCUJ_XjFyGN4BzC/edit?usp=sharing&ouid=110414731097134104848&rtpof=true&sd=true
01_analytics_m05_assortment_001	Принципы, методология и применение ABC XYZ-анализа | ABC XYZ-анализ, 1	PRESENTATION	Принципы, методология и применение ABC и XYZ-анализа	https://drive.google.com/file/d/1h4qxp8NhMtZhagZWhvgecpz1ygtWifL-/view?usp=sharing
01_analytics_m05_assortment_001	Принципы, методология и применение ABC XYZ-анализа | ABC XYZ-анализ, 1	CALCULATION_TABLE	ABC/XYZ Анализ Wildberries v 1.4	https://docs.google.com/spreadsheets/d/1NXZoNUm5uyfmkrRWqQWhgZdTsRPOJu_6knxLYjh2UTM/edit?usp=sharing
01_analytics_m05_assortment_001	Принципы, методология и применение ABC XYZ-анализа | ABC XYZ-анализ, 1	CALCULATION_TABLE	ABC/XYZ Анализ OZON v 1.1	https://docs.google.com/spreadsheets/d/1gvqmXGTzM894s3QrJ_6mLpuvqlq5PeK2ufeli4k4rzI/edit?gid=108537022#gid=108537022
01_analytics_m05_assortment_008	Обработка данных с помощью ABC XYZ-анализа | ABC и XYZ-анализ, 2	CALCULATION_TABLE	Пример АВС-анализа	https://docs.google.com/spreadsheets/d/1TcFx8ylxVdBMWoJQkvCUJ_XjFyGN4BzC/edit?usp=sharing&ouid=110414731097134104848&rtpof=true&sd=true
01_analytics_m05_assortment_008	Обработка данных с помощью ABC XYZ-анализа | ABC и XYZ-анализ, 2	PRESENTATION	Принципы, методология и применение ABC и XYZ-анализа	https://drive.google.com/file/d/1h4qxp8NhMtZhagZWhvgecpz1ygtWifL-/view?usp=sharing
01_analytics_m05_assortment_008	Обработка данных с помощью ABC XYZ-анализа | ABC и XYZ-анализ, 2	CALCULATION_TABLE	ABC/XYZ Анализ Wildberries v 1.4	https://docs.google.com/spreadsheets/d/1NXZoNUm5uyfmkrRWqQWhgZdTsRPOJu_6knxLYjh2UTM/edit?usp=sharing
01_analytics_m05_assortment_008	Обработка данных с помощью ABC XYZ-анализа | ABC и XYZ-анализ, 2	CALCULATION_TABLE	ABC/XYZ Анализ OZON v 1.1	https://docs.google.com/spreadsheets/d/1gvqmXGTzM894s3QrJ_6mLpuvqlq5PeK2ufeli4k4rzI/edit?gid=108537022#gid=108537022
01_analytics_m04_product_selection_004	Поиск новой категории | Как выбрать перспективные ниши, 3	PRESENTATION	Поиск новой категории. Определяем свои вводные	https://drive.google.com/file/d/11cKZOhvXg4ez0577DTpy52FtPyljyp2s/view
01_analytics_m04_product_selection_023	Ищем потенциально интересные категории | Как выбрать перспективные ниши, 3	PRESENTATION	Поиск новой категории. Ищем потенциально интересные категории	https://drive.google.com/file/d/17or-2-lx5ZAqCmSwoRMjaO05zQvK6oQp/view
01_analytics_m04_product_selection_023	Ищем потенциально интересные категории | Как выбрать перспективные ниши, 3	CALCULATION_TABLE	Таблица «Приоритизация категорий»	https://docs.google.com/spreadsheets/d/1TlXFYY6cndNMRcbYXLZQVj8XcC6femOumV6CxyR-G24/edit?gid=1210202488#gid=1210202488
01_analytics_m04_product_selection_023	Ищем потенциально интересные категории | Как выбрать перспективные ниши, 3	MEMO	Приоритизация категорий при выборе товара для вывода на МП	https://docs.google.com/document/d/1RNlfQZGJKw12-QhBW95vTml-tgD3mM2p56paa2iZK1E/edit?tab=t.0
01_analytics_m05_assortment_015	Стратегическое планирование	PRESENTATION	Стратегическое планирование	https://drive.google.com/file/d/1W2HVdlBec2tFgpOvV_KKkHiprjybKK-v/view?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	CALCULATION_TABLE	Шаблон «Стратегическое планирование»	https://docs.google.com/spreadsheets/d/1VFTWxvWviKorQntnotcPQ61PI2uzJV-X4WS3EwNXT2Y/edit?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	PRESENTATION	Стратегическое планирование	https://drive.google.com/file/d/1W2HVdlBec2tFgpOvV_KKkHiprjybKK-v/view?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	CALCULATION_TABLE	Шаблон «Стратегическое планирование»	https://docs.google.com/spreadsheets/d/1VFTWxvWviKorQntnotcPQ61PI2uzJV-X4WS3EwNXT2Y/edit?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	PRESENTATION	Стратегическое планирование	https://drive.google.com/file/d/1W2HVdlBec2tFgpOvV_KKkHiprjybKK-v/view?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	CALCULATION_TABLE	Шаблон «Стратегическое планирование»	https://docs.google.com/spreadsheets/d/1VFTWxvWviKorQntnotcPQ61PI2uzJV-X4WS3EwNXT2Y/edit?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	PRESENTATION	Стратегическое планирование	https://drive.google.com/file/d/1W2HVdlBec2tFgpOvV_KKkHiprjybKK-v/view?usp=sharing
01_analytics_m05_assortment_015	Стратегическое планирование	CALCULATION_TABLE	Шаблон «Стратегическое планирование»	https://docs.google.com/spreadsheets/d/1VFTWxvWviKorQntnotcPQ61PI2uzJV-X4WS3EwNXT2Y/edit?usp=sharing
